customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_group,age_group,age_sort
24,60000.0,MORTGAGE,5.0,Debt Consolidation,Grade A,14000.0,7.51,7,N,2,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,OWN,6.0,Education,Grade A,5900.0,11.12,2,N,2,NO DEFAULT,40k to 60k,18-25,1
24,55000.0,RENT,8.0,Home Improvement,Grade B,8000.0,13.8,4,Y,2,NO DEFAULT,40k to 60k,18-25,1
23,55000.0,RENT,4.0,Education,Grade A,8000.0,9.25,3,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,MORTGAGE,3.0,Venture,Grade A,7000.0,10.99,5,N,3,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,7.0,Venture,Grade B,7000.0,13.61,2,Y,3,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,6.0,Personal,Grade B,2400.0,13.61,4,Y,4,NO DEFAULT,40k to 60k,18-25,1
22,49000.0,RENT,1.0,Education,Grade A,8000.0,6.91,2,N,2,DEFAULT,40k to 60k,18-25,1
23,55000.0,RENT,7.0,Venture,Grade B,8000.0,13.11,3,N,3,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,4.0,Education,Grade A,8000.0,7.14,2,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,OWN,9.0,Medical,Grade A,4000.0,6.39,5,N,4,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,2.0,Personal,Grade A,2600.0,11.49,4,N,4,NO DEFAULT,40k to 60k,18-25,1
23,49161.0,RENT,1.0,Home Improvement,Grade C,8000.0,13.17,3,Y,4,DEFAULT,40k to 60k,18-25,1
23,55550.0,RENT,7.0,Debt Consolidation,Grade A,8000.0,10.99,3,N,3,NO DEFAULT,40k to 60k,18-25,1
26,60000.0,OWN,8.0,Venture,Grade A,9800.0,10.99,6,N,4,NO DEFAULT,40k to 60k,26-35,2
25,56000.0,RENT,9.0,Venture,Grade A,8000.0,5.99,5,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,OWN,8.0,Education,Grade A,14000.0,11.12,7,N,2,NO DEFAULT,40k to 60k,18-25,1
23,50000.0,RENT,7.0,Debt Consolidation,Grade C,8000.0,16.02,3,N,3,DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,7.0,Venture,Grade A,6000.0,10.38,2,N,2,NO DEFAULT,40k to 60k,18-25,1
23,56000.0,RENT,1.0,Education,Grade A,8000.0,10.0,3,N,3,NO DEFAULT,40k to 60k,18-25,1
24,56000.0,RENT,2.0,Medical,Grade A,8000.0,7.51,4,N,3,NO DEFAULT,40k to 60k,18-25,1
22,54000.0,MORTGAGE,0.0,Home Improvement,Grade A,16000.0,7.51,7,N,2,DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,7.0,Education,Grade A,10500.0,10.99,7,N,4,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,3.0,Home Improvement,Grade A,4000.0,11.86,4,N,2,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,5.0,Debt Consolidation,Grade A,7000.0,7.14,4,N,2,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,9.0,Personal,Grade A,5000.0,7.88,4,N,4,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,3.0,Education,Grade A,20000.0,7.88,7,N,4,NO DEFAULT,40k to 60k,18-25,1
25,57600.0,RENT,0.0,Home Improvement,Grade A,8000.0,7.66,5,N,2,NO DEFAULT,40k to 60k,18-25,1
23,57750.0,RENT,3.0,Education,Grade A,8000.0,7.49,3,N,3,NO DEFAULT,40k to 60k,18-25,1
23,57996.0,RENT,5.0,Debt Consolidation,Grade A,8000.0,7.14,3,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,MORTGAGE,5.0,Home Improvement,Grade C,3000.0,14.59,5,Y,3,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,MORTGAGE,9.0,Venture,Grade A,12000.0,10.99,7,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,OWN,9.0,Home Improvement,Grade B,1400.0,14.22,5,Y,3,NO DEFAULT,40k to 60k,18-25,1
24,52000.0,RENT,8.0,Education,Grade B,8000.0,13.99,4,Y,2,DEFAULT,40k to 60k,18-25,1
23,58000.0,RENT,4.0,Education,Grade A,8000.0,10.37,3,N,4,NO DEFAULT,40k to 60k,18-25,1
22,52000.0,RENT,0.0,Venture,Grade C,8000.0,15.58,2,N,3,DEFAULT,40k to 60k,18-25,1
22,60000.0,OWN,6.0,Medical,Grade B,10000.0,10.99,2,Y,3,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,OWN,8.0,Medical,Grade A,25000.0,10.99,7,N,3,NO DEFAULT,40k to 60k,18-25,1
24,58033.0,RENT,4.0,Venture,Grade A,8000.0,10.62,4,N,2,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,OWN,6.0,Education,Grade A,14000.0,7.88,7,N,2,NO DEFAULT,40k to 60k,18-25,1
23,58600.0,RENT,3.0,Medical,Grade B,8000.0,10.99,3,Y,3,NO DEFAULT,40k to 60k,18-25,1
26,54000.0,MORTGAGE,10.0,Medical,Grade B,10000.0,10.99,6,N,3,DEFAULT,40k to 60k,26-35,2
21,60000.0,MORTGAGE,2.0,Venture,Grade A,6000.0,10.62,1,N,4,NO DEFAULT,40k to 60k,18-25,1
25,54000.0,RENT,4.0,Home Improvement,Grade A,8000.0,9.91,5,N,2,DEFAULT,40k to 60k,18-25,1
22,60000.0,RENT,2.0,Debt Consolidation,Grade B,8000.0,13.49,2,N,3,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,RENT,2.0,Education,Grade A,8000.0,10.0,2,N,4,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,RENT,1.0,Venture,Grade A,8000.0,5.42,5,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,RENT,6.0,Personal,Grade A,8000.0,9.63,5,N,3,NO DEFAULT,40k to 60k,18-25,1
21,60000.0,MORTGAGE,0.0,Medical,Grade B,10000.0,10.99,1,Y,4,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,RENT,3.0,Medical,Grade A,8000.0,11.86,5,N,4,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,3.0,Personal,Grade A,13000.0,7.88,7,N,4,NO DEFAULT,40k to 60k,18-25,1
26,60000.0,RENT,2.0,Medical,Grade B,8000.0,13.61,6,N,4,NO DEFAULT,40k to 60k,26-35,2
22,60000.0,RENT,6.0,Medical,Grade B,8000.0,14.72,2,Y,2,NO DEFAULT,40k to 60k,18-25,1
25,54000.0,RENT,1.0,Home Improvement,Grade A,8000.0,11.49,5,N,4,DEFAULT,40k to 60k,18-25,1
23,60000.0,RENT,3.0,Education,Grade A,8000.0,10.25,3,N,3,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,RENT,6.0,Medical,Grade A,8000.0,7.88,2,N,2,NO DEFAULT,40k to 60k,18-25,1
22,54000.0,RENT,4.0,Education,Grade B,8000.0,13.48,2,Y,3,DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,4.0,Venture,Grade A,3000.0,6.76,2,N,4,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,RENT,2.0,Debt Consolidation,Grade A,8000.0,10.99,3,N,3,NO DEFAULT,40k to 60k,18-25,1
25,54000.0,MORTGAGE,7.0,Debt Consolidation,Grade C,8400.0,14.59,5,N,2,DEFAULT,40k to 60k,18-25,1
24,60000.0,RENT,3.0,Home Improvement,Grade C,8000.0,14.59,4,Y,3,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,RENT,2.0,Education,Grade A,8000.0,8.94,3,N,3,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,RENT,0.0,Venture,Grade A,8000.0,11.14,3,N,3,NO DEFAULT,40k to 60k,18-25,1
21,60000.0,MORTGAGE,4.0,Education,Grade A,12000.0,11.36,7,N,3,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,5.0,Debt Consolidation,Grade A,4000.0,7.14,3,N,3,NO DEFAULT,40k to 60k,18-25,1
21,60000.0,RENT,2.0,Education,Grade A,8000.0,11.26,1,N,3,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,4.0,Medical,Grade A,5000.0,7.14,4,N,2,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,RENT,1.0,Venture,Grade A,8000.0,12.21,3,N,4,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,RENT,6.0,Personal,Grade A,8000.0,11.14,2,N,3,NO DEFAULT,40k to 60k,18-25,1
23,60228.0,RENT,7.0,Medical,Grade B,8000.0,12.98,3,Y,2,NO DEFAULT,60k to 80k,18-25,1
23,60400.0,RENT,2.0,Venture,Grade A,8000.0,9.25,3,N,4,NO DEFAULT,60k to 80k,18-25,1
23,54780.0,RENT,4.0,Personal,Grade A,8000.0,10.65,3,N,4,DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,7.0,Education,Grade A,10750.0,7.88,7,N,3,NO DEFAULT,40k to 60k,18-25,1
25,54000.0,MORTGAGE,4.0,Debt Consolidation,Grade B,12000.0,12.73,7,N,4,DEFAULT,40k to 60k,18-25,1
23,61000.0,RENT,3.0,Venture,Grade B,8000.0,13.22,3,Y,2,NO DEFAULT,60k to 80k,18-25,1
22,55000.0,RENT,5.0,Personal,Grade C,8000.0,15.31,2,N,4,DEFAULT,40k to 60k,18-25,1
24,55000.0,RENT,2.0,Home Improvement,Grade C,8000.0,14.61,4,N,2,DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,3.0,Medical,Grade B,3250.0,12.73,2,Y,4,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,5.0,Debt Consolidation,Grade B,12500.0,13.11,7,Y,2,NO DEFAULT,40k to 60k,18-25,1
25,61440.0,RENT,9.0,Venture,Grade A,8000.0,10.36,5,N,4,NO DEFAULT,60k to 80k,18-25,1
26,55700.0,RENT,2.0,Home Improvement,Grade B,8000.0,13.49,6,Y,4,DEFAULT,40k to 60k,26-35,2
25,61995.0,RENT,2.0,Venture,Grade A,8000.0,9.99,5,N,4,NO DEFAULT,60k to 80k,18-25,1
21,46000.0,RENT,2.0,Venture,Grade C,5200.0,17.27,1,Y,4,DEFAULT,40k to 60k,18-25,1
23,54000.0,MORTGAGE,7.0,Debt Consolidation,Grade C,5000.0,14.96,3,Y,2,DEFAULT,40k to 60k,18-25,1
22,52000.0,RENT,3.0,Education,Grade B,5200.0,10.99,2,Y,4,NO DEFAULT,40k to 60k,18-25,1
23,54000.0,RENT,4.0,Medical,Grade A,5200.0,11.71,3,N,2,NO DEFAULT,40k to 60k,18-25,1
24,54000.0,RENT,7.0,Personal,Grade A,5200.0,10.37,4,N,3,DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,6.0,Venture,Grade A,7000.0,7.14,2,N,3,NO DEFAULT,40k to 60k,18-25,1
26,62000.0,RENT,1.0,Medical,Grade B,5200.0,15.96,6,N,4,NO DEFAULT,60k to 80k,26-35,2
22,54000.0,MORTGAGE,6.0,Home Improvement,Grade B,12000.0,13.48,7,N,2,DEFAULT,40k to 60k,18-25,1
22,60000.0,OWN,6.0,Venture,Grade A,11500.0,7.88,7,N,2,NO DEFAULT,40k to 60k,18-25,1
25,65000.0,RENT,0.0,Personal,Grade A,5200.0,9.99,5,N,3,NO DEFAULT,60k to 80k,18-25,1
23,60000.0,MORTGAGE,4.0,Education,Grade A,10000.0,10.99,3,N,4,NO DEFAULT,40k to 60k,18-25,1
23,15000.0,RENT,3.0,Debt Consolidation,Grade A,5175.0,12.18,3,Y,2,DEFAULT,0 to 20k,18-25,1
25,21000.0,RENT,0.0,Debt Consolidation,Grade A,5175.0,12.53,5,Y,2,DEFAULT,20k to 40k,18-25,1
25,60000.0,OWN,5.0,Venture,Grade B,1200.0,13.85,5,N,2,NO DEFAULT,40k to 60k,18-25,1
21,54000.0,RENT,5.0,Debt Consolidation,Grade A,5125.0,5.99,1,N,4,DEFAULT,40k to 60k,18-25,1
21,60000.0,MORTGAGE,5.0,Debt Consolidation,Grade B,5000.0,13.48,1,N,2,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,6.0,Debt Consolidation,Grade B,6000.0,13.11,2,Y,4,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,RENT,2.0,Medical,Grade A,5125.0,11.86,2,N,3,NO DEFAULT,40k to 60k,18-25,1
26,28000.0,RENT,6.0,Education,Grade A,5100.0,11.89,6,N,4,NO DEFAULT,20k to 40k,26-35,2
23,60000.0,OWN,2.0,Medical,Grade C,18500.0,15.33,7,N,2,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,OWN,10.0,Education,Grade A,5500.0,10.99,5,N,2,NO DEFAULT,40k to 60k,18-25,1
25,32000.0,RENT,4.0,Venture,Grade A,5100.0,8.38,5,N,3,NO DEFAULT,20k to 40k,18-25,1
21,35368.0,RENT,0.0,Debt Consolidation,Grade B,5100.0,12.99,1,N,2,NO DEFAULT,20k to 40k,18-25,1
21,37200.0,RENT,2.0,Medical,Grade A,5100.0,7.49,1,N,4,NO DEFAULT,20k to 40k,18-25,1
26,60000.0,MORTGAGE,3.0,Personal,Grade A,11500.0,7.88,7,N,2,NO DEFAULT,40k to 60k,26-35,2
25,45000.0,RENT,4.0,Medical,Grade A,5100.0,10.0,5,N,4,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,6.0,Medical,Grade A,5000.0,11.83,2,N,4,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,6.0,Venture,Grade C,24250.0,15.31,7,Y,2,NO DEFAULT,40k to 60k,18-25,1
24,53000.0,RENT,5.0,Education,Grade A,5100.0,7.9,4,N,2,NO DEFAULT,40k to 60k,18-25,1
26,56000.0,RENT,1.0,Personal,Grade A,5100.0,8.0,6,N,4,NO DEFAULT,40k to 60k,26-35,2
23,60000.0,MORTGAGE,7.0,Venture,Grade A,2450.0,11.48,3,N,2,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,0.0,Venture,Grade E,3000.0,19.13,3,N,2,NO DEFAULT,40k to 60k,18-25,1
25,33600.0,RENT,5.0,Personal,Grade A,5075.0,5.79,5,N,2,NO DEFAULT,20k to 40k,18-25,1
22,36000.0,RENT,4.0,Debt Consolidation,Grade A,5075.0,10.99,2,Y,2,NO DEFAULT,20k to 40k,18-25,1
23,60000.0,OWN,0.0,Personal,Grade A,8000.0,12.53,3,N,2,NO DEFAULT,40k to 60k,18-25,1
26,34000.0,RENT,8.0,Medical,Grade C,5050.0,16.89,6,N,4,DEFAULT,20k to 40k,26-35,2
25,66000.0,RENT,1.0,Home Improvement,Grade A,5050.0,11.49,5,N,2,NO DEFAULT,60k to 80k,18-25,1
24,60000.0,OWN,9.0,Medical,Grade A,15000.0,11.83,7,N,4,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,3.0,Medical,Grade A,4500.0,7.4,3,N,3,NO DEFAULT,40k to 60k,18-25,1
22,74000.0,RENT,4.0,Personal,Grade A,5050.0,5.42,2,N,3,NO DEFAULT,60k to 80k,18-25,1
22,40000.0,RENT,2.0,Debt Consolidation,Grade B,5025.0,13.43,2,N,2,NO DEFAULT,20k to 40k,18-25,1
21,10000.0,RENT,0.0,Personal,Grade C,5000.0,12.17,1,Y,2,DEFAULT,0 to 20k,18-25,1
22,60000.0,MORTGAGE,3.0,Medical,Grade A,2000.0,7.4,2,N,2,NO DEFAULT,40k to 60k,18-25,1
24,10668.0,RENT,0.0,Home Improvement,Grade A,5000.0,7.88,4,N,3,DEFAULT,0 to 20k,18-25,1
24,10800.0,RENT,8.0,Venture,Grade A,5000.0,7.88,4,Y,2,DEFAULT,0 to 20k,18-25,1
23,60000.0,MORTGAGE,0.0,Medical,Grade A,5000.0,10.99,3,N,2,NO DEFAULT,40k to 60k,18-25,1
21,12000.0,RENT,5.0,Venture,Grade A,5000.0,11.49,1,Y,2,DEFAULT,0 to 20k,18-25,1
26,12000.0,RENT,4.0,Venture,Grade A,5000.0,6.92,6,N,4,DEFAULT,0 to 20k,26-35,2
21,12360.0,RENT,4.0,Venture,Grade A,5000.0,10.75,1,N,4,DEFAULT,0 to 20k,18-25,1
23,60000.0,MORTGAGE,7.0,Education,Grade A,20000.0,12.18,7,N,4,NO DEFAULT,40k to 60k,18-25,1
24,13000.0,RENT,0.0,Debt Consolidation,Grade A,5000.0,8.0,4,Y,2,DEFAULT,0 to 20k,18-25,1
23,60000.0,MORTGAGE,7.0,Personal,Grade B,2000.0,14.26,3,Y,3,NO DEFAULT,40k to 60k,18-25,1
21,14400.0,RENT,3.0,Venture,Grade B,5000.0,13.72,1,N,4,DEFAULT,0 to 20k,18-25,1
23,14400.0,RENT,2.0,Venture,Grade A,5000.0,6.91,3,N,3,DEFAULT,0 to 20k,18-25,1
26,60000.0,MORTGAGE,10.0,Personal,Grade A,1200.0,7.4,6,N,4,NO DEFAULT,40k to 60k,26-35,2
25,60000.0,OWN,3.0,Personal,Grade B,16000.0,13.57,7,Y,4,NO DEFAULT,40k to 60k,18-25,1
22,15000.0,RENT,0.0,Venture,Grade C,5000.0,10.99,2,Y,4,DEFAULT,0 to 20k,18-25,1
25,60000.0,MORTGAGE,9.0,Personal,Grade B,10200.0,13.92,7,Y,4,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,OWN,4.0,Venture,Grade B,10000.0,13.22,3,N,4,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,3.0,Venture,Grade A,4000.0,12.18,4,N,2,NO DEFAULT,40k to 60k,18-25,1
22,54000.0,MORTGAGE,1.0,Home Improvement,Grade C,10000.0,14.61,2,Y,4,DEFAULT,40k to 60k,18-25,1
26,15600.0,RENT,5.0,Debt Consolidation,Grade A,5000.0,5.99,6,N,3,DEFAULT,0 to 20k,26-35,2
22,54000.0,MORTGAGE,3.0,Debt Consolidation,Grade C,22750.0,10.99,7,Y,2,DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,6.0,Education,Grade C,5000.0,14.61,2,Y,3,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,OTHER,6.0,Venture,Grade C,8000.0,16.0,2,N,2,NO DEFAULT,40k to 60k,18-25,1
25,15600.0,RENT,6.0,Medical,Grade A,5000.0,10.75,5,N,3,DEFAULT,0 to 20k,18-25,1
23,60000.0,MORTGAGE,6.0,Personal,Grade A,3350.0,10.99,3,N,4,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,7.0,Personal,Grade A,9500.0,12.53,3,N,2,NO DEFAULT,40k to 60k,18-25,1
26,16120.0,RENT,2.0,Personal,Grade A,5000.0,11.58,6,N,3,DEFAULT,0 to 20k,26-35,2
26,60000.0,MORTGAGE,10.0,Debt Consolidation,Grade A,6000.0,8.94,6,N,4,NO DEFAULT,40k to 60k,26-35,2
22,16320.0,RENT,0.0,Debt Consolidation,Grade A,5000.0,12.53,2,Y,2,DEFAULT,0 to 20k,18-25,1
24,60000.0,MORTGAGE,0.0,Education,Grade C,8000.0,15.65,4,N,3,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,6.0,Home Improvement,Grade A,14000.0,8.94,7,N,2,NO DEFAULT,40k to 60k,18-25,1
26,60000.0,MORTGAGE,5.0,Education,Grade A,6000.0,11.83,6,N,2,NO DEFAULT,40k to 60k,26-35,2
26,16800.0,RENT,0.0,Education,Grade A,5000.0,10.99,6,N,4,DEFAULT,0 to 20k,26-35,2
24,16800.0,RENT,1.0,Education,Grade B,5000.0,14.22,4,Y,4,DEFAULT,0 to 20k,18-25,1
22,54000.0,MORTGAGE,0.0,Education,Grade A,4000.0,11.14,2,N,3,DEFAULT,40k to 60k,18-25,1
25,54000.0,MORTGAGE,9.0,Debt Consolidation,Grade A,12000.0,12.53,7,N,4,DEFAULT,40k to 60k,18-25,1
23,17004.0,RENT,3.0,Medical,Grade A,5000.0,6.54,3,N,2,DEFAULT,0 to 20k,18-25,1
21,17220.0,RENT,4.0,Debt Consolidation,Grade A,5000.0,10.37,1,N,3,DEFAULT,0 to 20k,18-25,1
25,60000.0,OTHER,3.0,Debt Consolidation,Grade A,5000.0,11.14,5,N,3,NO DEFAULT,40k to 60k,18-25,1
22,17720.0,RENT,6.0,Home Improvement,Grade A,5000.0,9.62,2,N,4,DEFAULT,0 to 20k,18-25,1
22,60000.0,MORTGAGE,6.0,Personal,Grade A,12900.0,11.14,7,N,4,NO DEFAULT,40k to 60k,18-25,1
23,18000.0,RENT,0.0,Education,Grade A,5000.0,8.59,3,N,4,DEFAULT,0 to 20k,18-25,1
21,18492.0,RENT,0.0,Education,Grade C,5000.0,12.92,1,Y,3,DEFAULT,0 to 20k,18-25,1
23,60000.0,MORTGAGE,1.0,Medical,Grade B,13200.0,13.16,7,Y,2,NO DEFAULT,40k to 60k,18-25,1
23,18720.0,RENT,4.0,Debt Consolidation,Grade C,5000.0,16.32,3,Y,3,DEFAULT,0 to 20k,18-25,1
21,19140.0,RENT,4.0,Venture,Grade A,5000.0,8.49,1,N,4,DEFAULT,0 to 20k,18-25,1
25,60000.0,MORTGAGE,2.0,Personal,Grade A,1800.0,12.21,5,N,2,NO DEFAULT,40k to 60k,18-25,1
25,19200.0,RENT,3.0,Venture,Grade A,5000.0,10.99,5,N,3,DEFAULT,0 to 20k,18-25,1
22,60000.0,MORTGAGE,5.0,Venture,Grade A,20000.0,12.21,7,N,3,NO DEFAULT,40k to 60k,18-25,1
24,19200.0,RENT,2.0,Debt Consolidation,Grade A,5000.0,10.99,4,N,3,DEFAULT,0 to 20k,18-25,1
25,19200.0,RENT,0.0,Home Improvement,Grade A,5000.0,9.62,5,N,2,DEFAULT,0 to 20k,18-25,1
22,60000.0,MORTGAGE,7.0,Education,Grade C,10000.0,10.99,2,N,3,NO DEFAULT,40k to 60k,18-25,1
25,19800.0,RENT,0.0,Debt Consolidation,Grade B,5000.0,13.49,5,Y,4,DEFAULT,0 to 20k,18-25,1
23,60000.0,MORTGAGE,6.0,Education,Grade A,11500.0,11.26,7,N,2,NO DEFAULT,40k to 60k,18-25,1
21,19968.0,RENT,4.0,Medical,Grade B,5000.0,10.99,1,N,3,DEFAULT,0 to 20k,18-25,1
24,60000.0,MORTGAGE,8.0,Personal,Grade C,10000.0,14.42,4,N,4,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,7.0,Personal,Grade A,10000.0,9.63,4,N,2,NO DEFAULT,40k to 60k,18-25,1
24,60000.0,MORTGAGE,8.0,Venture,Grade A,2800.0,9.32,4,N,4,NO DEFAULT,40k to 60k,18-25,1
25,60000.0,OWN,9.0,Home Improvement,Grade B,3000.0,13.79,5,Y,2,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,6.0,Medical,Grade B,9000.0,13.79,2,Y,2,NO DEFAULT,40k to 60k,18-25,1
22,20000.0,RENT,2.0,Debt Consolidation,Grade A,5000.0,11.86,2,N,4,NO DEFAULT,0 to 20k,18-25,1
21,20000.0,RENT,2.0,Debt Consolidation,Grade A,5000.0,10.39,1,Y,2,NO DEFAULT,0 to 20k,18-25,1
24,54000.0,MORTGAGE,8.0,Venture,Grade C,1500.0,14.42,4,Y,2,DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,4.0,Education,Grade B,16750.0,12.53,7,N,2,NO DEFAULT,40k to 60k,18-25,1
22,60000.0,MORTGAGE,3.0,Venture,Grade A,10000.0,8.0,2,N,4,NO DEFAULT,40k to 60k,18-25,1
22,20400.0,RENT,4.0,Personal,Grade A,5000.0,12.42,2,N,2,NO DEFAULT,20k to 40k,18-25,1
21,21000.0,RENT,5.0,Medical,Grade E,5000.0,20.89,1,N,2,DEFAULT,20k to 40k,18-25,1
25,60000.0,MORTGAGE,8.0,Education,Grade B,8000.0,10.99,5,N,3,NO DEFAULT,40k to 60k,18-25,1
24,54000.0,MORTGAGE,9.0,Medical,Grade A,10000.0,9.63,4,N,2,DEFAULT,40k to 60k,18-25,1
26,21000.0,RENT,3.0,Personal,Grade A,5000.0,6.99,6,N,3,NO DEFAULT,20k to 40k,26-35,2
21,21000.0,RENT,2.0,Venture,Grade A,5000.0,6.91,1,N,4,NO DEFAULT,20k to 40k,18-25,1
23,54000.0,OTHER,7.0,Home Improvement,Grade D,16000.0,16.32,7,N,3,DEFAULT,40k to 60k,18-25,1
24,21000.0,RENT,0.0,Debt Consolidation,Grade A,5000.0,8.63,4,N,2,NO DEFAULT,20k to 40k,18-25,1
24,21120.0,RENT,3.0,Personal,Grade A,5000.0,11.71,4,N,2,DEFAULT,20k to 40k,18-25,1
25,21600.0,RENT,0.0,Venture,Grade C,5000.0,17.58,5,Y,3,DEFAULT,20k to 40k,18-25,1
24,60000.0,MORTGAGE,0.0,Personal,Grade A,15000.0,11.89,7,N,2,NO DEFAULT,40k to 60k,18-25,1
26,21600.0,RENT,0.0,Debt Consolidation,Grade A,5000.0,9.99,6,N,4,NO DEFAULT,20k to 40k,26-35,2
25,60000.0,MORTGAGE,2.0,Personal,Grade A,10000.0,12.21,5,N,3,NO DEFAULT,40k to 60k,18-25,1
23,21600.0,RENT,5.0,Personal,Grade B,5000.0,13.06,3,Y,4,DEFAULT,20k to 40k,18-25,1
24,21648.0,RENT,8.0,Education,Grade A,5000.0,6.99,4,N,3,NO DEFAULT,20k to 40k,18-25,1
26,54000.0,MORTGAGE,2.0,Debt Consolidation,Grade A,8000.0,11.89,6,N,2,DEFAULT,40k to 60k,26-35,2
22,60000.0,MORTGAGE,4.0,Personal,Grade B,3000.0,13.16,2,N,2,NO DEFAULT,40k to 60k,18-25,1
23,60000.0,MORTGAGE,0.0,Personal,Grade A,10000.0,11.26,3,N,3,NO DEFAULT,40k to 60k,18-25,1
21,22000.0,RENT,5.0,Personal,Grade C,5000.0,15.7,1,Y,3,NO DEFAULT,20k to 40k,18-25,1
22,60000.0,MORTGAGE,2.0,Education,Grade A,1000.0,9.63,2,N,3,NO DEFAULT,40k to 60k,18-25,1
25,22000.0,RENT,3.0,Personal,Grade D,5000.0,16.32,5,N,3,DEFAULT,20k to 40k,18-25,1
25,60000.0,MORTGAGE,9.0,Home Improvement,Grade A,10000.0,10.83,5,N,4,NO DEFAULT,40k to 60k,18-25,1
22,22800.0,RENT,4.0,Education,Grade B,5000.0,13.85,2,Y,2,NO DEFAULT,20k to 40k,18-25,1
26,22800.0,RENT,4.0,Debt Consolidation,Grade B,5000.0,13.57,6,N,4,NO DEFAULT,20k to 40k,26-35,2
23,22944.0,RENT,7.0,Education,Grade A,5000.0,11.11,3,N,3,NO DEFAULT,20k to 40k,18-25,1
24,22992.0,RENT,1.0,Home Improvement,Grade B,5000.0,13.06,4,Y,3,DEFAULT,20k to 40k,18-25,1
24,23000.0,RENT,1.0,Personal,Grade B,5000.0,10.99,4,Y,2,NO DEFAULT,20k to 40k,18-25,1
24,23000.0,RENT,2.0,Education,Grade A,5000.0,10.99,4,N,4,NO DEFAULT,20k to 40k,18-25,1
26,23484.0,RENT,4.0,Venture,Grade A,5000.0,7.49,6,N,2,NO DEFAULT,20k to 40k,26-35,2
23,24000.0,RENT,0.0,Home Improvement,Grade B,5000.0,14.27,3,Y,2,DEFAULT,20k to 40k,18-25,1
22,60000.0,MORTGAGE,6.0,Education,Grade B,1600.0,11.66,2,N,4,NO DEFAULT,40k to 60k,18-25,1
